39,大众CC 2021款 330TSI 炫目版,中型车,24.99,9.02,4.1523,6.754285714
40,林肯Z 2022款 i酷 尊悦版,中型车,25.28,8.46,5.3844,7.013714286
41,君越 2022款 552T 豪华型,中型车,21.98,8.62,2.567,7.006857143
42,凯迪拉克CT4 2022款 28T 风尚型,中型车,23.97,8.9,5.078,6.452571429
43,沃尔沃S60 2022款 B3 智行豪华版,中型车,29.69,8.84,2.5721,6.622857143
44,捷豹XEL 2021款 2.0T 200PS R-DYNAMIC 青春运动版,中型车,29.98,9.14,4.3739,6.705142857
45,阿特兹 2021款 2.0L 蓝天时尚版,中型车,17.58,8.8,2.0942,6.697142857
46,奔驰CLA级 2022款 CLA 200 四门轿跑车,小型车,29.98,9.24,2.4001,6.340571429
47,捷尼赛思G70 2023款 2.0T 后驱豪华版,中型车,25.08,8.96,5.1537,6.468571429
48,标致508L 2022款 360THP PureTech 先锋版,中型车,15.97,8.34,2.5958,6.746285714
49,MINI 2022款 1.5T COOPER The Coopers 纪念版,小型车,25.49,8.18,1.7075,5.005714286
50,宝马3系 2022款 改款 320i 运动套装,中型车,29.39,8.94,2.2378,6.549714286
51,奥迪A6L 2022款 40 TFSI 豪华致雅型,大型车,41.98,8.88,4.2254,7.197714286
52,奔驰E级 2022款 改款 E 260 L 轿车,大型车,43.81,8.76,4.3342,7.282285714
53,雷克萨斯ES 2021款 200 卓越版,大型车,29.49,9.28,2.4811,6.894857143
54,红旗H9 2022款 2.0T 智联旗悦版,大型车,30.98,9.08,5.4445,7.393142857
55,凯迪拉克CT6 2022款 28T 风尚型,大型车,39.97,9.14,5.078,7.517714286
56,奥迪A5 2022款 Sportback 40 TFSI 时尚致雅型,中型车,37.98,9.16,4.4199,6.467428571
57,沃尔沃S90 2022款 B5 智逸豪华版,大型车,40.69,8.7,5.1245,7.262857143
58,宝马4系 2022款 425i M运动套装,中型车,36.38,9.16,3.7262,6.566857143
59,捷豹XFL 2021款 2.0T P200 两驱精英豪华版,大型车,39.98,9.06,4.3739,7.329142857
60,辉昂 2021款 380TSI 豪华版,大型车,34.3,7.94,4.9979,7.245714286
61,宝马2系 2022款 225i M运动曜夜套装,小型车,29.98,8.44,3.7262,6.188571429
62,奔驰E级(进口) 2021款 改款 E 260 轿跑车,大型车,53.08,8.8,4.3342,6.729142857
63,奔驰C级(进口) 2022款 改款 C 200 轿跑车,中型车,35.08,8.7,2.2182,6.435428571
64,捷尼赛思G80 2023款 2.5T 两驱豪华版,大型车,36.38,8.8,5.985,7.165714286
65,奥迪A4(进口) 2022款 Avant 40 TFSI 时尚致雅型,中型车,35.98,8.9,4.4199,6.588571429
66,宝马5系 2022款 改款 525Li 豪华套装,大型车,42.89,8.88,3.5373,7.376
67,奔驰S级 2022款 S 400 L 商务型,大型车,91.78,8.94,6.1565,7.777142857
68,Panamera 2023款 Panamera 2.9T,大型车,99.8,9.24,6.1377,7.124571429
69,宝马7系 2021款 730Li 豪华套装,大型车,82.8,9.02,5.5551,7.723428571
70,奥迪A7 2022款 40 TFSI 豪华型,大型车,58.58,9.46,4.2254,6.962285714
71,迈巴赫S级 2022款 S 480 4MATIC 智臻特别版,大型车,154.1,8.94,6.2725,8.196571429
72,奥迪A8 2022款 A8L 50 TFSI quattro 舒适型典藏版,大型车,85.88,8.72,6.1339,7.694857143
73,奥迪A7L 2022款 45 TFSI S-line 筑梦青春版,大型车,44.97,8.68,5.3231,7.216
74,奥迪RS 7 2022款 RS 7 4.0T Sportback,大型车,146.88,9.1,8.2508,7.068571429
75,奔驰C级AMG 2021款 AMG C 43 4MATIC,中型车,57.38,8.98,6.3006,6.472
76,奔驰CLS 2022款 CLS 260,大型车,57.68,8.9,4.3342,7.008
77,雷克萨斯LS 2021款 500h 卓越版,大型车,87.8,8.86,5.1672,7.525714286
78,宝马5系(进口) 2022款 改款 525i M运动套装,大型车,42.39,9.22,3.5373,7.066285714
79,飞驰 2022款 4.0T V8 标准版,大型车,273.8,9.28,7.4367,7.824
80,宝马M4 2021款 M4双门轿跑车 雷霆版,中型车,87.99,8.82,6.7773,6.656
81,奥迪A6(进口) 2022款 Avant 先锋派 40 TFSI 豪华动感型,大型车,46.18,9.26,4.2254,6.994285714
82,幻影 2018款 6.7T 标准轴距版,大型车,790,9.44,8.0931,8.986285714
83,Giulia 2022款 2.0T 280HP Ti 驾控版,中型车,37.98,8.78,5.5694,6.441142857
84,宝马M3 2021款 M3四门轿车 雷霆版,中型车,84.99,8.92,6.7773,6.725714286
85,宝马6系GT 2021款 630i 豪华设计套装,大型车,58.39,8.9,5.5425,7.430857143
86,总裁 2022款 3.0T GT,大型车,145.78,8.76,6.2751,7.693714286
87,Ghibli 2022款 2.0T GT锋芒版,大型车,77.28,8.76,5.5763,7.142857143
88,宋PLUS DM-i 2021款 DM-i 51KM 两驱尊贵型,SUV,15.28,8.4,1.3648,6.76
89,本田CR-V 2021款 240TURBO CVT两驱黑爵士版,SUV,21.18,8.04,3.1768,6.504
90,昂科威 2022款 昂科威S 552T 两驱精英型,SUV,20.99,8.4,3.7493,6.662857143
91,途观L 2022款 330TSI 自动两驱舒享版,SUV,21.78,8.24,4.1523,6.755428571
92,唐DM 2021款 2.0T 四驱性能版尊贵型,SUV,23.98,8.22,4.2583,7.131428571
93,皓影 2021款 240TURBO 手动两驱精英版,SUV,16.98,8.6,3.1768,6.518857143
94,RAV4荣放 2021款 2.0L CVT两驱都市版,SUV,17.58,8.74,2.4241,6.514285714
95,红旗HS5 2022款 2.0T 智联旗悦版,SUV,18.38,8.3,4.8713,6.985142857
96,威兰达 2022款 2.0L 两驱领先版,SUV,17.18,8.24,2.4241,6.588571429
97,传祺GS8 2022款 领航系列 2.0TGDI 两驱豪华智联版6座,SUV,18.68,8.38,5.5271,7.434285714
98,奔驰GLB 2022款 改款 GLB 180 动感型,SUV,29.09,8.56,1.8061,6.700571429
99,宝马X1 2022款 sDrive20Li 时尚型,SUV,27.98,8.18,1.7518,6.469714286
100,探岳 2022款 280TSI 两驱豪华智联版,SUV,20.49,8.22,2.0786,6.531428571
101,奥迪Q3 2022款 35 TFSI 进取动感型,SUV,27.88,8.62,2.0786,6.301714286
102,冒险家 2022款 2.0T 两驱MONO限量版,SUV,28.98,8.22,5.5021,6.534857143
103,冠道 2020款 240 TURBO CVT 精英版,SUV,22,8.1,3.1768,7.045714286
104,奇骏 2021款 VC-Turbo 300 CVT 2WD时尚版,SUV,18.19,7.86,4.0442,6.665142857
105,北京BJ40 2022款 2.0T 自动四驱环塔冠军版,SUV,20.99,7.96,5.2868,6.909714286
106,领克05 2022款 2.0TD 两驱耀,SUV,17.58,8.52,5.1339,6.523428571
107,欧蓝德 2021款 改款 2.0L 两驱畅行版 5座,SUV,15.98,7.66,2.2651,6.594285714
108,凯迪拉克XT4 2022款 28T 两驱风尚型,SUV,26.17,8.7,5.078,6.585142857
109,揽月 2022款 探享版 400T 两驱星享 5座,SUV,17.99,7.9,5.5486,7.397714286
110,发现运动版 2022款 200PS 家庭版 5座,SUV,35.68,8.28,4.3739,6.678857143
111,本田UR-V 2020款 240TURBO 两驱致悦版,SUV,24.68,8.16,3.1768,7.043428571
112,领裕 2021款 EcoBoost 225 5座精领型,SUV,16.98,7.94,5.1203,7.234285714
113,奥迪Q2L 2022款 35 TFSI 进取致雅型,SUV,22.88,8.38,2.0786,5.819428571
114,马自达CX-5 2022款 2.0L 自动两驱舒适型,SUV,17.58,8.72,2.0667,6.488
115,开拓者 2021款 轻混 650T 7座 型版,SUV,25.99,8.5,5.078,7.322285714
116,坦克300 2021款 越野版 2.0T 挑战者,SUV,19.58,8.96,5.3793,7.106285714
117,奔驰GLC 2022款 二次改款 GLC 260 L 4MATIC 动感型,SUV,40.25,8.5,4.3342,7.030857143
118,奥迪Q5L 2022款 40T 时尚动感型,SUV,39.68,8.84,4.2254,6.985142857
119,汉兰达 2022款 双擎 2.5L 两驱精英版 5座,SUV,26.88,8.4,3.1224,7.28
120,坦克500 2022款 运动版 登峰 5座,SUV,33.5,8.48,6.2688,7.581714286
121,宝马X3 2022款 xDrive25i M运动套装,SUV,39.28,8.86,3.7262,6.921142857
122,沃尔沃XC60 2022款 B4 两驱智行豪华版,SUV,37.39,8.74,3.9841,6.866285714
123,途昂 2022款 330TSI 两驱豪华版,SUV,29.5,8.5,4.1523,7.621714286
124,问界M5 2022款 后驱标准版,SUV,25.98,8.2,1.6565,6.948571429
125,揽境 2021款 330TSI 精英新境版,SUV,29.99,8.06,4.1523,7.776
126,皇冠陆放 2021款 2.5L HEV两驱进取版,SUV,27.58,8.62,3.1224,7.337142857
127,凯迪拉克XT5 2022款 2.0T 两驱风尚型,SUV,33.27,8.76,5.078,7.005714286
128,揽胜极光 2021款 极光L 200PS R-Dynamic Standard精英版,SUV,38.98,8.66,4.3739,6.629714286
129,凯迪拉克XT6 2022款 2.0T 轻混动 七座两驱风尚型,SUV,39.27,9.14,5.078,7.468571429
130,探险者 2022款 EcoBoost 285 三十周年纪念版 6座,SUV,33.98,8.56,6.0046,7.722285714
131,领克09 2021款 2.0T Pro 七座,SUV,26.59,8.14,5.1339,7.609142857
132,航海家 2022款 2.7T 四驱尊雅版,SUV,40.58,8.22,6.2441,7.086857143
133,奔驰GLA 2022款 改款 GLA 180,SUV,27.49,8.2,1.8061,6.257142857
134,锐界 2021款 PLUS EcoBoost 245 两驱精锐型 5座,SUV,22.98,7.82,5.5021,7.156571429
135,昂科旗 2022款 652T 两驱尊贵型,SUV,29.99,8.58,5.078,7.307428571
136,途昂X 2022款 330TSI 两驱豪华版,SUV,28.5,8.2,4.1523,7.405714286
137,雷克萨斯NX 2022款 260 前驱 创驰版,SUV,31.88,8.36,3.429,6.571428571
138,宝马X5 2022款 xDrive 30Li M运动套装,SUV,60.5,9.2,5.5021,7.797714286
139,揽胜 2022款 3.0 L6 400PS 盛世七座加长版,SUV,146.8,9.12,6.3067,8.275428571
140,奔驰GLE 2022款 GLE 350 4MATIC 动感型,SUV,69.98,8.62,5.3584,7.48
141,飞行家 2021款 3.0T V6 两驱尊悦版,SUV,50.98,8.66,6.297,7.726857143
142,Macan 2023款 Macan 2.0T,SUV,57.3,9.14,5.5551,6.801142857
143,途锐 2022款 2.0TSI 锐尚版,SUV,65.18,8.32,5.3231,7.225142857
144,雷克萨斯RX 2021款 300 四驱特别版,SUV,50.9,8.52,5.046,7.04
145,卫士 2023款 90 2.0T P300 SE,SUV,69.8,9.26,5.5753,6.585142857
146,奔驰G级 2022款 G 500,SUV,189.2,9.86,6.7159,7.470857143
147,Cayenne 2023款 Cayenne 3.0T,SUV,92.3,9.08,6.1192,7.276571429
148,牧马人 2022款 2.0T 高地丛林绿限量版,SUV,49.49,8.6,5.5566,7.425142857
149,奔驰GLS 2022款 改款 GLS 400 4MATIC,SUV,106.8,8.46,6.1565,8.092571429
150,沃尔沃XC90 2022款 B5 智行豪华版 5座,SUV,63.89,8.82,5.1245,7.481142857
151,奥迪Q7 2022款 45 TFSI quattro S line运动型,SUV,70.18,8.62,5.3231,7.587428571
152,揽胜星脉 2022款 250PS,SUV,55.8,9.02,5.2941,7.056
153,揽胜运动版 2022款 3.0 L6 SE,SUV,90.8,9.1,6.2595,7.489142857
154,Grecale 2023款 2.0T GT,SUV,63.88,8.6,5.5753,7.131428571
155,宝马X7 2022款 xDrive40i 领先型豪华套装,SUV,100,8.94,6.1192,7.974857143
156,奔驰G级AMG 2022款 AMG G 63,SUV,254.7,9.82,7.9037,7.540571429
157,迈巴赫GLS 2021款 GLS 480 4MATIC,SUV,183.3,8.82,6.2725,8.100571429
158,领航员 2020款 3.5T 尊耀版,SUV,109.8,8.84,6.3442,8.402285714
159,宝马X4 2022款 xDrive 25i M运动套装,SUV,45.59,8.98,3.7262,6.924571429
160,宝马X5(进口) 2022款 xDrive30i M运动套装,SUV,69.99,9.32,5.5551,7.497142857
161,库里南 2020款 Black Badge,SUV,780,9.38,8.0931,8.397714286
162,Urus 2021款 4.0T V8,SUV,294.11,9.5,8.3165,7.593142857
163,奥迪Q8 2022款 45 TFSI 豪华动感型,SUV,78.28,9.02,5.3231,7.507428571
164,别克GL8 2022款 陆上公务舱 652T 舒适型,MPV,23.29,8.02,5.078,7.834285714
165,传祺M8 2021款 改款 领秀系列 390T 豪华版,MPV,17.98,8.34,5.5271,7.622857143
166,奥德赛 2022款 2.0L 锐·悦享版,MPV,23.58,8.16,1.9344,7.049142857
167,库斯途 2022款 270TGDi 智爱旗舰版 TOP,MPV,19.58,7.66,2.624,7.387428571
168,荣威iMAX8 2022款 400TGI 旗舰版,MPV,18.88,8.14,5.1875,7.522285714
169,上汽大通MAXUS G90 2022款 2.0T 星辰七座版,MPV,21.99,8.2,5.1875,8.226285714
170,途睿欧 2020款 2.0T 手动精英版 国VI,MPV,18.69,8.2,4.075,7.850285714
171,上汽大通MAXUS G20 2022款 PLUS 2.0T 自动曼哈顿版,MPV,33.88,8,4.9979,8.204571429
172,风行M7 2022款 领爵款 2.0T 自动伯爵版,MPV,14.69,7.14,5.3326,8.106285714
173,瑞风L6 MAX 2022款 2.0T 自动高功率舒享版,MPV,18.38,8.2,5.4556,8.171428571
174,赛那 2021款 2.5L混动 舒适版,MPV,30.98,8.4,3.1224,7.84
175,梦想家 2022款 低碳版 家,MPV,36.99,8.2,1.8061,8.222857143
176,艾力绅 2022款 2.0L 混动经典版,MPV,27.98,8.12,1.9344,7.176
177,威然 2022款 330TSI 商务版,MPV,28.98,8.2,4.1523,8.180571429
178,威霆 2021款 2.0T 精英版 7座,MPV,29.38,8.22,4.8734,8.552
179,嘉华 2021款 2.0T豪华款,MPV,28.89,8.06,5.101,7.897142857
180,埃尔法 2021款 双擎 2.5L 豪华版,MPV,83.9,8.8,1.6262,7.594285714
181,奔驰V级 2021款 V 260 领航版,MPV,47.88,8.62,4.8734,8.026285714
182,雷克萨斯LM 2020款 300h 七座隽雅版,MPV,116.6,8.94,1.6262,7.668571429
183,威尔法 2021款 皇冠 双擎 2.5L HV豪华版,MPV,83.9,8.48,1.6262,7.594285714
184,克蒂圣姆峰 2022款 2.0T 圣姆峰M1 7座版,MPV,42.98,8.22,4.075,8.834285714
185,克蒂巴赫 2021款 2.0T 巴赫M3单门 7座,MPV,65.8,8.22,4.8734,8.552
186,傲旋V-Class 2021款 2.0T 纵横四海,MPV,148,8.22,4.8734,8.814857143
187,晓奥V-Class 2022款 梵赫版,MPV,78.8,8.22,4.8734,8.803428571
188,星影VLS 2022款 VLS500,MPV,85.8,8.22,4.8734,8.757714286
189,Lorinser VS系列 2021款 VS600MX 湾流·天地合一,MPV,198.8,8.22,4.8734,8.729142857
190,Lorinser LS560MX 2020款 LS560MX SKABINE 天际,MPV,138.8,8.22,4.8734,8.729142857
191,车驰V-Class 2020款 V260L 维多利亚 臻享版,MPV,89.8,8.22,4.8734,8.814857143
192,LUMMA CLR V 2022款 2.0T 男爵版,MPV,138,8.22,5.5486,8.632
193,迈莎锐MV600 2021款 2.0T 燿影,MPV,143.8,8.22,4.8734,8.632
194,克蒂雪堆白 2021款 2.0T 雪堆白MH7,MPV,168,8.22,4.8734,8.632
195,Lorinser MS500L 2020款 MS500L,MPV,88.8,8.22,4.8734,8.597714286
196,卡漠兹系列 2021款 2.0T 威霆-全隔断,MPV,84.8,8.22,4.8734,8.797714286
197,铂驰维努斯 2021款 2.0T NOVA星航,MPV,148.8,8.22,4.8734,8.689142857
198,铂驰V系列 2021款 2.0T 威享,MPV,118.8,8.22,4.8734,8.837714286
199,WALD V-Class 2020款 V 260 火系列,MPV,98.8,8.22,4.8734,8.072
200,凌际星云系列 2022款 星云系列 2.0T 六座版,MPV,138,8.22,4.8734,8.686857143
201,雅升V-Class 2021款 2.0T 雅升·墨非,MPV,115.8,8.22,4.8734,8.834285714
202,上喆V级 2021款 V260L 铂金马版,MPV,119.8,8.22,4.8734,8.786285714
203,LEVC TX(海外) 2020款 ICON,MPV,92.51,8.22,1.4675,7.405714286
204,金冠奔驰V-Class 2020款 2.0T 高顶无隔断 D1款,MPV,96.8,8.22,4.8734,8.837714286
205,卡升V-Class 2021款 V 260 L 高顶盛澜,MPV,128,8.22,4.8734,9.005714286
206,龙程V-Class 2021款 豪华型,MPV,138,8.22,4.8734,8.780571429
207,保时捷718 2023款 Cayman 2.0T,跑车,56.5,8.94,4.6073,5.514285714
208,AMG GT 2022款 AMG GT 50 四门跑车,跑车,98.68,9.62,6.2725,7.186285714
209,保时捷911 2022款 Carrera 3.0T,跑车,127.8,9.08,6.1259,5.707428571
210,Aventador 2019款 Aventador SVJ,跑车,736.4,9.54,8.2511,6.573714286
211,捷豹F-TYPE 2023款 P300 硬顶版,跑车,58.2,9.44,5.5753,5.940571429
212,Supra 2022款 GR SUPRA 2.0T 标准型,跑车,49.6,9.02,4.3342,5.603428571
213,Huracán 2021款 Huracán STO,跑车,390,9.72,8.4278,5.953142857
214,宝马Z4 2022款 sDrive 25i M运动套装,跑车,48.88,8.7,4.3342,5.565714286
215,奥迪R8 2022款 V10 Coupe Performance,跑车,232.38,9.46,8.3944,5.862857143
216,欧陆 2022款 4.0T GT V8,跑车,305.5,9.68,7.4367,6.796571429
217,Vantage 2023款 4.0T V8 Coupe,跑车,175.8,9.22,6.7626,6.010285714
218,法拉利Roma 2020款 3.9T V8,跑车,241.8,8.6,8.4078,6.258285714
219,雷克萨斯LC 2021款 500h 特别版,跑车,129.8,9.48,5.1672,6.605714286
220,阿斯顿·马丁DB11 2023款 4.0T V8 Coupe,跑车,235.8,9.4,7.1393,6.48
221,迈凯伦GT 2019款 4.0T 标准型,跑车,208.8,9.28,8.3785,6.332571429
222,法拉利F8 2019款 Tributo 3.9T V8,跑车,305.7,9.62,8.5377,6.081142857
223,玛莎拉蒂MC20 2021款 3.0T 标准版,跑车,211.13,9.42,8.2644,6.209142857
224,法拉利296 GTB 2021款 3.0T V6,跑车,298.8,9.6,8.3502,5.925714286
225,法拉利SF90 2021款 3.9T V8 Spider,跑车,510.8,9.6,8.53,6.163428571
226,法拉利812 2020款 6.5L GTS,跑车,540.8,9.6,8.2511,6.325714286
227,阿斯顿·马丁DBS 2023款 DBS Superleggera V12 Coupe,跑车,400.8,0,8.0913,6.445714286
228,Portofino 2021款 3.9T M,跑车,268.8,9.18,8.4078,6.165714286
229,迈凯伦Artura 2021款 3.0T PHEV 标准型,跑车,238,9.4,7.921,5.897142857
230,Gemera 2021款 2.0T 基本型,跑车,1980,9.4,7.5781,7.009142857
231,魅影 2018款 6.6T 标准型,跑车,505,9,8.183,7.686857143
232,Emira 2022款 2.0T DCT First Edition,跑车,85.8,9,6.0115,5.693714286
233,曜影 2018款 6.6T 标准型,跑车,520,9.2,8.183,7.697142857
234,Polestar 1 2020款 标准型,跑车,145,8.86,5.5763,6.374857143
